chunk_id,content_type,text,section,concepts,learning_objectives,metadata,image_url,image_description
1.2_content_7,text,"With advances in technology, other scientists gradually made refinements to the Linnaean system and eventually created new systems for classifying organisms. In the 1800s, there was a growing interest in developing taxonomies that took into account the evolutionary relationships, or phylogenies, of all different species of organisms on earth. One way to depict these relationships is via a diagram called a phylogenetic tree (or tree of life). In these diagrams, groups of organisms are arranged by how closely related they are thought to be. In early phylogenetic trees, the relatedness of organisms was inferred by their visible similarities, such as the presence or absence of hair or the number of limbs. Now, the analysis is more complicated. Today, phylogenic analyses include genetic, biochemical, and embryological comparisons, as will be discussed later in this chapter.",1.2 A Systematic Approach,"['organ', 'organism', 'evolution', 'gene', 'species']","['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_content_8,text,"Linnaeus’s tree of life contained just two main branches for all living things: the animal and plant kingdoms. In 1866, Ernst Haeckel, a German biologist, philosopher, and physician, proposed another kingdom, Protista, for unicellular organisms (Figure 1.9). He later proposed a fourth kingdom, Monera, for unicellular organisms whose cells lack nuclei, like bacteria.",1.2 A Systematic Approach,"['cell', 'organ', 'organism']","['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_content_9,text,"Nearly 100 years later, in 1969, American ecologist Robert Whittaker (1920–1980) proposed adding another kingdom—Fungi—in his tree of life. Whittaker’s tree also contained a level of categorization above the kingdom level—the empire or superkingdom level—to distinguish between organisms that have membrane-bound nuclei in their cells (eukaryotes) and those that do not (prokaryotes). Empire Prokaryota contained just the Kingdom Monera. The Empire Eukaryota contained the other four kingdoms: Fungi, Protista, Plantae, and Animalia. Whittaker’s five-kingdom tree was considered the standard phylogeny for many years.",1.2 A Systematic Approach,"['cell', 'organ', 'organism']","['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_content_10,text,Figure 1.10 shows how the tree of life has changed over time. Note that viruses are not found in any of these trees. That is because they are not made up of cells and thus it is difficult to determine where they would fit into a tree of life.,1.2 A Systematic Approach,['cell'],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_heading_11,heading,Check Your Understanding,1.2 A Systematic Approach,[],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
1.2_heading_13,heading,Clinical Focus,1.2 A Systematic Approach,[],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
1.2_heading_14,heading,Part 2,1.2 A Systematic Approach,[],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'heading', 'heading_level': 'h3'}",,
1.2_content_15,text,"Antibiotic drugs are specifically designed to kill or inhibit the growth of bacteria. But after a couple of days on antibiotics, Cora shows no signs of improvement. Also, her CSF cultures came back from the lab negative. Since bacteria or fungi were not isolated from Cora’s CSF sample, her doctor rules out bacterial and fungal meningitis. Viral meningitis is still a possibility.",1.2 A Systematic Approach,[],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_content_16,text,"However, Cora now reports some troubling new symptoms. She is starting to have difficulty walking. Her muscle stiffness has spread from her neck to the rest of her body, and her limbs sometimes jerk involuntarily. In addition, Cora’s cognitive symptoms are worsening. At this point, Cora’s doctor becomes very concerned and orders more tests on the CSF samples.",1.2 A Systematic Approach,[],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_content_18,text,Jump to the next Clinical Focus box. Go back to the previous Clinical Focus box.,1.2 A Systematic Approach,[],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_heading_19,heading,The Role of Genetics in Modern Taxonomy,1.2 A Systematic Approach,['gene'],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'heading', 'heading_level': 'h3'}",,
1.2_content_20,text,"Haeckel’s and Whittaker’s trees presented hypotheses about the phylogeny of different organisms based on readily observable characteristics. But the advent of molecular genetics in the late 20th century revealed other ways to organize phylogenetic trees. Genetic methods allow for a standardized way to compare all living organisms without relying on observable characteristics that can often be subjective. Modern taxonomy relies heavily on comparing the nucleic acids (deoxyribonucleic acid [DNA] or ribonucleic acid [RNA]) or proteins from different organisms. The more similar the nucleic acids and proteins are between two organisms, the more closely related they are considered to be.",1.2 A Systematic Approach,"['organ', 'organism', 'protein', 'gene']","['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_content_21,text,"In the 1970s, American microbiologist Carl Woese discovered what appeared to be a “living record” of the evolution of organisms. He and his collaborator George Fox created a genetics-based tree of life based on similarities and differences they observed in the gene sequences coding for small subunit ribosomal RNA (rRNA) of different organisms. In the process, they discovered that a certain type of bacteria, called archaebacteria (now known simply as archaea), were significantly different from other bacteria and eukaryotes in terms of their small subunit rRNA gene sequences. To accommodate this difference, they created a tree with three Domains above the level of Kingdom: Archaea, Bacteria, and Eukarya (Figure 1.11). Analysis of small subunit rRNA gene sequences suggests archaea, bacteria, and eukaryotes all evolved from a common ancestral cell type. The tree is skewed to show a closer evolutionary relationship between Archaea and Eukarya than they have to Bacteria.",1.2 A Systematic Approach,"['cell', 'organ', 'organism', 'evolution', 'gene']","['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_content_22,text,"Scientists continue to use analysis of RNA, DNA, and proteins to determine how organisms are related. One interesting, and complicating, discovery is that of horizontal gene transfer—when a gene of one species is absorbed into another organism’s genome. Horizontal gene transfer is especially common in microorganisms and can make it difficult to determine how organisms are evolutionarily related. Consequently, some scientists now think in terms of “webs of life” rather than “trees of life.”",1.2 A Systematic Approach,"['organ', 'organism', 'evolution', 'protein', 'gene', 'species']","['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_heading_23,heading,Check Your Understanding,1.2 A Systematic Approach,[],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
1.2_heading_25,heading,Naming Microbes,1.2 A Systematic Approach,[],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'heading', 'heading_level': 'h3'}",,
1.2_content_26,text,"In developing his taxonomy, Linnaeus used a system of binomial nomenclature, a two-word naming system for identifying organisms by genus and specific epithet. For example, modern humans are in the genus Homo and have the specific epithet name sapiens, so their scientific name in binomial nomenclature is Homo sapiens. In binomial nomenclature, the genus part of the name is always capitalized; it is followed by the specific epithet name, which is not capitalized. Both names are italicized. When referring to the species of humans, the binomial nomenclature would be Homo sapiens.",1.2 A Systematic Approach,"['organ', 'organism', 'species']","['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_content_27,text,"Taxonomic names in the 18th through 20th centuries were typically derived from Latin, since that was the common language used by scientists when taxonomic systems were first created. Today, newly discovered organisms can be given names derived from Latin, Greek, or English. Sometimes these names reflect some distinctive trait of the organism; in other cases, microorganisms are named after the scientists who discovered them. The archaeon Haloquadratum walsbyi is an example of both of these naming schemes. The genus, Haloquadratum, describes the microorganism’s saltwater habitat (halo is derived from the Greek word for “salt”) as well as the arrangement of its square cells, which are arranged in square clusters of four cells (quadratum is Latin for “foursquare”). The species, walsbyi, is named after Anthony Edward Walsby, the microbiologist who discovered Haloquadratum walsbyi in 1980. While it might seem easier to give an organism a common descriptive name—like a red-headed woodpecker—we can imagine how that could become problematic. What happens when another species of woodpecker with red head coloring is discovered? The systematic nomenclature scientists use eliminates this potential problem by assigning each organism a single, unique two-word name that is recognized by scientists all over the world.",1.2 A Systematic Approach,"['cell', 'organ', 'organism', 'species']","['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_content_28,text,"In this text, we will typically abbreviate an organism’s genus and species after its first mention. The abbreviated form is simply the first initial of the genus, followed by a period and the full name of the species. For example, the bacterium Escherichia coli is shortened to E. coli in its abbreviated form. You will encounter this same convention in other scientific texts as well.",1.2 A Systematic Approach,"['organ', 'organism', 'species']","['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_heading_29,heading,Bergey’s Manuals,1.2 A Systematic Approach,[],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'heading', 'heading_level': 'h3'}",,
1.2_content_30,text,"Whether in a tree or a web, microbes can be difficult to identify and classify. Without easily observable macroscopic features like feathers, feet, or fur, scientists must capture, grow, and devise ways to study their biochemical properties to differentiate and classify microbes. Despite these hurdles, a group of microbiologists created and updated a set of manuals for identifying and classifying microorganisms. First published in 1923 and since updated many times, Bergey’s Manual of Determinative Bacteriology and Bergey’s Manual of Systematic Bacteriology are the standard references for identifying and classifying different prokaryotes. (Appendix D of this textbook is partly based on Bergey’s manuals; it shows how the organisms that appear in this textbook are classified.) Because so many bacteria look identical, methods based on nonvisual characteristics must be used to identify them. For example, biochemical tests can be used to identify chemicals unique to certain species. Likewise, serological tests can be used to identify specific antibodies that will react against the proteins found in certain species. Ultimately, DNA and rRNA sequencing can be used both for identifying a particular bacterial species and for classifying newly discovered species.",1.2 A Systematic Approach,"['organ', 'organism', 'protein', 'species']","['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_heading_31,heading,Check Your Understanding,1.2 A Systematic Approach,[],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
1.2_heading_33,heading,Micro Connections,1.2 A Systematic Approach,[],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
1.2_heading_34,heading,"Same Name, Different Strain",1.2 A Systematic Approach,[],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'heading', 'heading_level': 'h3'}",,
1.2_content_35,text,"Within one species of microorganism, there can be several subtypes called strains. While different strains may be nearly identical genetically, they can have very different attributes. The bacterium Escherichia coli is infamous for causing food poisoning and traveler’s diarrhea. However, there are actually many different strains of E. coli, and they vary in their ability to cause disease.",1.2 A Systematic Approach,"['organ', 'organism', 'gene', 'species']","['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_content_36,text,"One pathogenic (disease-causing) E. coli strain that you may have heard of is E. coli O157:H7. In humans, infection from E. coli O157:H7 can cause abdominal cramps and diarrhea. Infection usually originates from contaminated water or food, particularly raw vegetables and undercooked meat. In the 1990s, there were several large outbreaks of E. coli O157:H7 thought to have originated in undercooked hamburgers.",1.2 A Systematic Approach,[],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_content_37,text,"While E. coli O157:H7 and some other strains have given E. coli a bad name, most E. coli strains do not cause disease. In fact, some can be helpful. Different strains of E. coli found naturally in our gut help us digest our food, provide us with some needed chemicals, and fight against pathogenic microbes.",1.2 A Systematic Approach,[],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_heading_38,heading,Link to Learning,1.2 A Systematic Approach,[],"['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
1.2_content_39,text,"Learn more about phylogenetic trees by exploring the Wellcome Trust’s interactive Tree of Life. The website contains information, photos, and animations about many different organisms. Select two organisms to see how they are evolutionarily related.",1.2 A Systematic Approach,"['organ', 'organism', 'evolution', 'gene']","['Describe how microorganisms are classified and distinguished as unique species', 'Compare historical and current systems of taxonomy used to classify microorganisms']","{'chapter': 'An Invisible World', 'section_id': '1.2', 'chunk_type': 'content_paragraph'}",,
1.2_figure_1.8,multimodal,"Figure 1.8: Figure 
1.8
 
Swedish botanist, zoologist, and physician Carolus Linnaeus developed a new system for categorizing plants and animals.",1.2 A Systematic Approach,"['visual learning', 'diagram']",,"{'chapter': 'An Invisible World', 'section_id': '1.2', 'figure_number': '1.8', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/6501c3409faa4c4bb68e74f31ccef755dbff0720,A painting of Carolus Linnaeus holding a flower.
1.2_figure_1.9,multimodal,"Figure 1.9: Figure 
1.9
 
Ernst Haeckel’s rendering of the tree of life, from his 1866 book General Morphology of Organisms, contained three kingdoms: Plantae, Protista, and Animalia.",1.2 A Systematic Approach,"['visual learning', 'diagram']",,"{'chapter': 'An Invisible World', 'section_id': '1.2', 'figure_number': '1.9', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/b0de7b2434ccb8cece67d06d598ea539c716f852,"A drawing of a tree. The base of the tree reads: Radix Monera. This branches into three branches labeled Plantae, Protista, and Animalia. Each of these branches branch further; each new branch Is labeled in small text and clusters of branches are identified. For example, clusters of branches in the protista include: Diatomase, flagellate, protoplasta, and spongae."
1.2_figure_1.10,multimodal,"Figure 1.10: Figure 
1.10
 
This timeline shows how the shape of the tree of life has changed over the centuries.",1.2 A Systematic Approach,"['visual learning', 'diagram']",,"{'chapter': 'An Invisible World', 'section_id': '1.2', 'figure_number': '1.10', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/c49a404471b5b3adf0700f704765b096dc261c2a,"This timeline begins with Carolus Linnaeus who developed a new way to categorize plants and animals in 1758. The image above Linnaeus shows a forked line with one branch labeled plants and the other labeled animals. In 1866, Ernst Haeckel wrote General Morphology of Organisms, proposing four kingdoms. The image above Haeckel shows a central line with Monera branching off the bottom, protists branching off next, then plants and finally animals. In 1969 Robert Whittaker proposed adding a fifth kingdom – fungi – to the tree of life. The image above Whittaker is the same as the one above Haeckel but includes an additional branch labeled fungi between plants and animals."
1.2_figure_1.11,multimodal,"Figure 1.11: Figure 
1.11
 
Woese and Fox’s phylogenetic tree contains three domains: Bacteria, Archaea, and Eukarya.",1.2 A Systematic Approach,"['visual learning', 'diagram']",,"{'chapter': 'An Invisible World', 'section_id': '1.2', 'figure_number': '1.11', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/54da1579b90605d41650850839f761286a3bdcba,"The phylogenetic Tree of Life. A drawing of branching lines. The central line at the bottom branches into two main branches. On the left branch is the bacterial group. The branch to the right subdivides to the Archaea and Eukarya groups. Additional branches on the Eukarya group from bottom to top are: Diplomonads, Microsporidia, Trichomonads, Flagellates, Entamoebae, Smile molds, Ciliates, Plants, Fungi and Animals (which has a star labeled “you are here). Brances along the Archaea group from bottom to top are: Pyrodicticu, Thermoproteus, T. celer, Methanococcus, Methanobacterium, Methanosarcina, and Halophiles. Branches in the Bacterial group from bottom to top are: Aquifex, Thermotoga, Green filamentous bacteria, Bacteroides Cytophaga, Gram positives, Planctomyces, Cyanobacteria, Proteobacteria, and Spirocheres."
1.3_heading_0,heading,Learning Objectives,1.3 Types of Microorganisms,[],"['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
1.3_content_2,text,"Most microbes are unicellular and small enough that they require artificial magnification to be seen. However, there are some unicellular microbes that are visible to the naked eye, and some multicellular organisms that are microscopic. An object must measure about 100 micrometers (µm) to be visible without a microscope, but most microorganisms are many times smaller than that. For some perspective, consider that a typical animal cell measures roughly 10 µm across but is still microscopic. Bacterial cells are typically about 1 µm, and viruses can be 10 times smaller than bacteria (Figure 1.12). See Table 1.1 for units of length used in microbiology.",1.3 Types of Microorganisms,"['cell', 'organ', 'organism']","['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'content_paragraph'}",,
1.3_content_3,text,"Microorganisms differ from each other not only in size, but also in structure, habitat, metabolism, and many other characteristics. While we typically think of microorganisms as being unicellular, there are also many multicellular organisms that are too small to be seen without a microscope. Some microbes, such as viruses, are even acellular (not composed of cells).",1.3 Types of Microorganisms,"['cell', 'organ', 'organism', 'metabolism']","['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'content_paragraph'}",,
1.3_content_4,text,"Microorganisms are found in each of the three domains of life: Archaea, Bacteria, and Eukarya. Microbes within the domains Bacteria and Archaea are all prokaryotes (their cells lack a nucleus), whereas microbes in the domain Eukarya are eukaryotes (their cells have a nucleus). Some microorganisms, such as viruses, do not fall within any of the three domains of life. In this section, we will briefly introduce each of the broad groups of microbes. Later chapters will go into greater depth about the diverse species within each group.",1.3 Types of Microorganisms,"['cell', 'organ', 'organism', 'species']","['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'content_paragraph'}",,
1.3_heading_5,heading,Link to Learning,1.3 Types of Microorganisms,[],"['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
1.3_content_6,text,How big is a bacterium or a virus compared to other objects? Check out this interactive website to get a feel for the scale of different microorganisms.,1.3 Types of Microorganisms,"['organ', 'organism']","['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'content_paragraph'}",,
1.3_heading_7,heading,Prokaryotic Microorganisms,1.3 Types of Microorganisms,"['organ', 'organism']","['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
1.3_content_8,text,"Bacteria are found in nearly every habitat on earth, including within and on humans. Most bacteria are harmless or helpful, but some are pathogens, causing disease in humans and other animals. Bacteria are prokaryotic because their genetic material (DNA) is not housed within a true nucleus. Most bacteria have cell walls that contain peptidoglycan.",1.3 Types of Microorganisms,"['cell', 'gene']","['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'content_paragraph'}",,
1.3_content_9,text,"Bacteria are often described in terms of their general shape. Common shapes include spherical (coccus), rod-shaped (bacillus), or curved (spirillum, spirochete, or vibrio). Figure 1.13 shows examples of these shapes.",1.3 Types of Microorganisms,['gene'],"['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'content_paragraph'}",,
1.3_content_10,text,"They have a wide range of metabolic capabilities and can grow in a variety of environments, using different combinations of nutrients. Some bacteria are photosynthetic, such as oxygenic cyanobacteria and anoxygenic green sulfur and green nonsulfur bacteria; these bacteria use energy derived from sunlight, and fix carbon dioxide for growth. Other types of bacteria are nonphotosynthetic, obtaining their energy from organic or inorganic compounds in their environment.",1.3 Types of Microorganisms,['organ'],"['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'content_paragraph'}",,
1.3_content_11,text,"Archaea are also unicellular prokaryotic organisms. Archaea and bacteria have different evolutionary histories, as well as significant differences in genetics, metabolic pathways, and the composition of their cell walls and membranes. Unlike most bacteria, archaeal cell walls do not contain peptidoglycan, but their cell walls are often composed of a similar substance called pseudopeptidoglycan. Like bacteria, archaea are found in nearly every habitat on earth, even extreme environments that are very cold, very hot, very basic, or very acidic (Figure 1.14). Some archaea live in the human body, but none have been shown to be human pathogens.",1.3 Types of Microorganisms,"['cell', 'organ', 'organism', 'evolution', 'gene']","['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'content_paragraph'}",,
1.3_heading_12,heading,Check Your Understanding,1.3 Types of Microorganisms,[],"['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
1.3_heading_14,heading,Eukaryotic Microorganisms,1.3 Types of Microorganisms,"['organ', 'organism']","['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
1.3_content_15,text,"The domain Eukarya contains all eukaryotes, including uni- or multicellular eukaryotes such as protists, fungi, plants, and animals. The major defining characteristic of eukaryotes is that their cells contain a nucleus.",1.3 Types of Microorganisms,['cell'],"['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'content_paragraph'}",,
1.3_heading_16,heading,Protists,1.3 Types of Microorganisms,[],"['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'heading', 'heading_level': 'h3'}",,
1.3_content_17,text,"Protists are an informal grouping of eukaryotes that are not plants, animals, or fungi. Some algae are protists and others are bacteria; all protozoa are examples of protists.",1.3 Types of Microorganisms,[],"['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'content_paragraph'}",,
1.3_content_18,text,"Algae (singular: alga) are mostly made up of protists that can be either unicellular or multicellular and vary widely in size, appearance, and habitat (Figure 1.15). Algal protists are surrounded by cell walls made of cellulose, a type of carbohydrate. Algae are photosynthetic organisms that extract energy from the sun and release oxygen and carbohydrates into their environment. Cyanobacteria, a type of bacteria, is also considered an algae, but these organisms are bacterial prokaryotes and therefore have a peptidoglycan-based cell wall, unlike the cellulose-based cell wall of the algal protists. Because other organisms can use the waste products of all algae for energy, algae are important parts of many ecosystems. Many consumer products contain ingredients derived from algae, such as carrageenan or alginic acid, which are found in some brands of ice cream, salad dressing, beverages, lipstick, and toothpaste. A derivative of algae also plays a prominent role in the microbiology laboratory. Agar, a gel derived from algae, can be mixed with various nutrients and used to grow microorganisms in a Petri dish. Algae are also being developed as a possible source for biofuels.",1.3 Types of Microorganisms,"['cell', 'organ', 'organism', 'ecosystem']","['List the various types of microorganisms and describe their defining characteristics', 'Give examples of different types of cellular and viral microorganisms and infectious agents', 'Describe the similarities and differences between archaea and bacteria', 'Provide an overview of the field of microbiology']","{'chapter': 'An Invisible World', 'section_id': '1.3', 'chunk_type': 'content_paragraph'}",,
