chunk_id,content_type,text,section,concepts,learning_objectives,metadata,image_url,image_description
2.3_heading_38,heading,Fluorescence Microscopes,2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'heading', 'heading_level': 'h3'}",,
2.3_content_39,text,"A fluorescence microscope uses fluorescent chromophores called fluorochromes, which are capable of absorbing energy from a light source and then emitting this energy as visible light. Fluorochromes include naturally fluorescent substances (such as chlorophylls) as well as fluorescent stains that are added to the specimen to create contrast. Dyes such as Texas red and FITC are examples of fluorochromes. Other examples include the nucleic acid dyes 4’,6’-diamidino-2-phenylindole (DAPI) and acridine orange.",2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_content_40,text,"The microscope transmits an excitation light, generally a form of EMR with a short wavelength, such as ultraviolet or blue light, toward the specimen; the chromophores absorb the excitation light and emit visible light with longer wavelengths. The excitation light is then filtered out (in part because ultraviolet light is harmful to the eyes) so that only visible light passes through the ocular lens. This produces an image of the specimen in bright colors against a dark background.",2.3 Instruments of Microscopy,['gene'],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_content_41,text,"Fluorescence microscopes are especially useful in clinical microbiology. They can be used to identify pathogens, to find particular species within an environment, or to find the locations of particular molecules and structures within a cell. Approaches have also been developed to distinguish living from dead cells using fluorescence microscopy based upon whether they take up particular fluorochromes. Sometimes, multiple fluorochromes are used on the same specimen to show different structures or features.",2.3 Instruments of Microscopy,"['cell', 'species']","['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_content_42,text,"One of the most important applications of fluorescence microscopy is a technique called immunofluorescence, which is used to identify certain disease-causing microbes by observing whether antibodies bind to them. (Antibodies are protein molecules produced by the immune system that attach to specific pathogens to kill or inhibit them.) There are two approaches to this technique: direct immunofluorescence assay (DFA) and indirect immunofluorescence assay (IFA). In DFA, specific antibodies (e.g., those that the target the rabies virus) are stained with a fluorochrome. If the specimen contains the targeted pathogen, one can observe the antibodies binding to the pathogen under the fluorescent microscope. This is called a primary antibody stain because the stained antibodies attach directly to the pathogen.",2.3 Instruments of Microscopy,['protein'],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_content_43,text,"In IFA, secondary antibodies are stained with a fluorochrome rather than primary antibodies. Secondary antibodies do not attach directly to the pathogen, but they do bind to primary antibodies. When the unstained primary antibodies bind to the pathogen, the fluorescent secondary antibodies can be observed binding to the primary antibodies. Thus, the secondary antibodies are attached indirectly to the pathogen. Since multiple secondary antibodies can often attach to a primary antibody, IFA increases the number of fluorescent antibodies attached to the specimen, making it easier to visualize features in the specimen (Figure 2.19).",2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_heading_44,heading,Check Your Understanding,2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.3_heading_46,heading,Confocal Microscopes,2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'heading', 'heading_level': 'h3'}",,
2.3_content_47,text,"Whereas other forms of light microscopy create an image that is maximally focused at a single distance from the observer (the depth, or z-plane), a confocal microscope uses a laser to scan multiple z-planes successively. This produces numerous two-dimensional, high-resolution images at various depths, which can be constructed into a three-dimensional image by a computer. As with fluorescence microscopes, fluorescent stains are generally used to increase contrast and resolution. Image clarity is further enhanced by a narrow aperture that eliminates any light that is not from the z-plane. Confocal microscopes are thus very useful for examining thick specimens such as biofilms, which can be examined alive and unfixed (Figure 2.20).",2.3 Instruments of Microscopy,['gene'],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_heading_48,heading,Link to Learning,2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.3_content_49,text,"Explore a rotating three-dimensional view of a biofilm as observed under a confocal microscope. After navigating to the webpage, click the “play” button to launch the video.",2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_heading_50,heading,Two-Photon Microscopes,2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'heading', 'heading_level': 'h3'}",,
2.3_content_51,text,"While the original fluorescent and confocal microscopes allowed better visualization of unique features in specimens, there were still problems that prevented optimum visualization. The effective sensitivity of fluorescence microscopy when viewing thick specimens was generally limited by out-of-focus flare, which resulted in poor resolution. This limitation was greatly reduced in the confocal microscope through the use of a confocal pinhole to reject out-of-focus background fluorescence with thin (<1 μm), unblurred optical sections. However, even the confocal microscopes lacked the resolution needed for viewing thick tissue samples. These problems were resolved with the development of the two-photon microscope, which uses a scanning technique, fluorochromes, and long-wavelength light (such as infrared) to visualize specimens. The low energy associated with the long-wavelength light means that two photons must strike a location at the same time to excite the fluorochrome. The low energy of the excitation light is less damaging to cells, and the long wavelength of the excitation light more easily penetrates deep into thick specimens. This makes the two-photon microscope useful for examining living cells within intact tissues—brain slices, embryos, whole organs, and even entire animals.",2.3 Instruments of Microscopy,"['cell', 'tissue', 'organ', 'gene']","['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_content_52,text,"Currently, use of two-photon microscopes is limited to advanced clinical and research laboratories because of the high costs of the instruments. A single two-photon microscope typically costs between $300,000 and $500,000, and the lasers used to excite the dyes used on specimens are also very expensive. However, as technology improves, two-photon microscopes may become more readily available in clinical settings.",2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_heading_53,heading,Check Your Understanding,2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.3_heading_55,heading,Electron Microscopy,2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.3_content_56,text,"The maximum theoretical resolution of images created by light microscopes is ultimately limited by the wavelengths of visible light. Most light microscopes can only magnify 1000⨯, and a few can magnify up to 1500⨯, but this does not begin to approach the magnifying power of an electron microscope (EM), which uses short-wavelength electron beams rather than light to increase magnification and resolution.",2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_content_57,text,"Electrons, like electromagnetic radiation, can behave as waves, but with wavelengths of 0.005 nm, they can produce much better resolution than visible light. An EM can produce a sharp image that is magnified up to 100,000⨯. Thus, EMs can resolve subcellular structures as well as some molecular structures (e.g., single strands of DNA); however, electron microscopy cannot be used on living material because of the methods needed to prepare the specimens.",2.3 Instruments of Microscopy,['cell'],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_content_58,text,"There are two basic types of EM: the transmission electron microscope (TEM) and the scanning electron microscope (SEM) (Figure 2.21). The TEM is somewhat analogous to the brightfield light microscope in terms of the way it functions. However, it uses an electron beam from above the specimen that is focused using a magnetic lens (rather than a glass lens) and projected through the specimen onto a detector. Electrons pass through the specimen, and then the detector captures the image (Figure 2.22).",2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_content_59,text,"For electrons to pass through the specimen in a TEM, the specimen must be extremely thin (20–100 nm thick). The image is produced because of varying opacity in various parts of the specimen. This opacity can be enhanced by staining the specimen with materials such as heavy metals, which are electron dense. TEM requires that the beam and specimen be in a vacuum and that the specimen be very thin and dehydrated. The specific steps needed to prepare a specimen for observation under an EM are discussed in detail in the next section.",2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_content_60,text,"SEMs form images of surfaces of specimens, usually from
electrons that are knocked off of specimens by a beam of electrons. This can create highly detailed images with a three-dimensional appearance that are displayed on a monitor (Figure 2.23). Typically, specimens are dried and prepared with fixatives that reduce artifacts, such as shriveling, that can be produced by drying, before being sputter-coated with a thin layer of metal such as gold. Whereas transmission electron microscopy requires very thin sections and allows one to see internal structures such as organelles and the interior of membranes, scanning electron microscopy can be used to view the surfaces of larger objects (such as a pollen grain) as well as the surfaces of very small samples (Figure 2.24). Some EMs can magnify an image up to 2,000,000⨯.1",2.3 Instruments of Microscopy,['organ'],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_content_61,text,"To expand both the resolution and the types of materials that could be examined, Pratibha L. Gai and Edward D. Boyes invented the environmental transmission electron microscope (ETEM). The device advanced the standard electron microscope by incorporating a gas-filled chamber in which a wider array of substances could be contained. Thus researchers could observe actual reactions taking place at incredible magnifications. Gai later improved on her work by creating the environmental scanning transmission electron microscope (ESTEM), which has even greater resolving power. Gai herself was the first person to ever see individual atoms interacting.",2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_heading_62,heading,Check Your Understanding,2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.3_heading_64,heading,Micro Connections,2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.3_heading_65,heading,Using Microscopy to Study Biofilms,2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'heading', 'heading_level': 'h3'}",,
2.3_content_66,text,"A biofilm is a complex community of one or more microorganism species, typically forming as a slimy coating attached to a surface because of the production of an extrapolymeric substance (EPS) that attaches to a surface or at the interface between surfaces (e.g., between air and water). In nature, biofilms are abundant and frequently occupy complex niches within ecosystems (Figure 2.25). In medicine, biofilms can coat medical devices and exist within the body. Because they possess unique characteristics, such as increased resistance against the immune system and to antimicrobial drugs, biofilms are of particular interest to microbiologists and clinicians alike.",2.3 Instruments of Microscopy,"['organ', 'organism', 'species', 'ecosystem']","['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_content_67,text,"Because biofilms are thick, they cannot be observed very well using light microscopy; slicing a biofilm to create a thinner specimen might kill or disturb the microbial community. Confocal microscopy provides clearer images of biofilms because it can focus on one z-plane at a time and produce a three-dimensional image of a thick specimen. Fluorescent dyes can be helpful in identifying cells within the matrix. Additionally, techniques such as immunofluorescence and fluorescence in situ hybridization (FISH), in which fluorescent probes are used to bind to DNA, can be used.",2.3 Instruments of Microscopy,['cell'],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_content_68,text,"Electron microscopy can be used to observe biofilms, but only after dehydrating the specimen, which produces undesirable artifacts and distorts the specimen. In addition to these approaches, it is possible to follow water currents through the shapes (such as cones and mushrooms) of biofilms, using video of the movement of fluorescently coated beads (Figure 2.26).",2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_heading_69,heading,Scanning Probe Microscopy,2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.3_content_70,text,"A scanning probe microscope does not use light or electrons, but rather very sharp probes that are passed over the surface of the specimen and interact with it directly. This produces information that can be assembled into images with magnifications up to 100,000,000⨯. Such large magnifications can be used to observe individual atoms on surfaces. To date, these techniques have been used primarily for research rather than for diagnostics.",2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_content_71,text,"There are two types of scanning probe microscope: the scanning tunneling microscope (STM) and the atomic force microscope (AFM). An STM uses a probe that is passed just above the specimen as a constant voltage bias creates the potential for an electric current between the probe and the specimen. This current occurs via quantum tunneling of electrons between the probe and the specimen, and the intensity of the current is dependent upon the distance between the probe and the specimen. The probe is moved horizontally above the surface and the intensity of the current is measured. Scanning tunneling microscopy can effectively map the structure of surfaces at a resolution at which individual atoms can be detected.",2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_content_72,text,"Similar to an STM, AFMs have a thin probe that is passed just above the specimen. However, rather than measuring variations in the current at a constant height above the specimen, an AFM establishes a constant current and measures variations in the height of the probe tip as it passes over the specimen. As the probe tip is passed over the specimen, forces between the atoms (van der Waals forces, capillary forces, chemical bonding, electrostatic forces, and others) cause it to move up and down. Deflection of the probe tip is determined and measured using Hooke’s law of elasticity, and this information is used to construct images of the surface of the specimen with resolution at the atomic level (Figure 2.27).",2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_content_73,text,"Figure 2.28, Figure 2.29, and Figure 2.30 summarize the microscopy techniques for light microscopes, electron microscopes, and scanning probe microscopes, respectively.",2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'content_paragraph'}",,
2.3_heading_74,heading,Check Your Understanding,2.3 Instruments of Microscopy,[],"['Identify and describe the parts of a brightfield microscope', 'Calculate total magnification for a compound microscope', 'Describe the distinguishing features and typical uses for various types of light microscopes, electron microscopes, and scanning probe microscopes']","{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.3_figure_2.12,multimodal,"Figure 2.12: Figure 
2.12
 
Components of a typical brightfield microscope.",2.3 Instruments of Microscopy,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'figure_number': '2.12', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/5d253c793bcae3cd5926986fb60bdd8dbf0db17e,"A photo of a microscope is shown. The base contains a light source (the illuminator, #7) and a knob to adjust light intensity (rheostat). Attached at one end of the base is an arm with a stage (#9) to hold the specimen projecting out halfway up the arm. The center of the stage has an opening to allow light from the illuminator through. Below this opening are the diaphragm and condenser (#8). Above this opening are four lenses (objective lenses, #3) on a revolving nose piece (#2) that holds the multiple objectives. Above the objective lenses are two eye pieces (#1) called the ocular lenses. Attached to the bottom of the stage are two knobs for moving the slide (x-y mechanical stage knobs). On the arm below the stage are 2 knobs for focusing the image. The larger knob (#4) is the coarse focus, and the smaller knob (#5) is the fine focus."
2.3_figure_2.13,multimodal,"Figure 2.13: Figure 
2.13
 
(a) Oil immersion lenses like this one are used to improve resolution.",2.3 Instruments of Microscopy,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'figure_number': '2.13', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/af0535fdc7f5e72240c2f02d69e597de2aec9bf6,"Photograph a shows a close-up of a lens from a brightfield microscope. The lens is nearly touching the slide below it and there is oil spanning the space between the lens and the slide. Diagram b light traveling from the light source through the microscope slide. Without oil, the light refracts as it passes through the glass. Many of these refracted light beams do not meet the lens of the microscope. With immersion oil, the light beams travel from the slide, through the immersion oil, to the microscope lens with minimal refraction."
2.3_figure_2.14,multimodal,"Figure 2.14: Figure 
2.14
 
An opaque light stop inserted into a brightfield microscope is used to produce a darkfield image.",2.3 Instruments of Microscopy,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'figure_number': '2.14', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/fcfdfea18c7b237c0f2b337273c267d973b6304c,A diagram showing the light path in a darkfield microscope. Light travels from the light source to an opaque light stop which blocks the center of the light beam. The outer beams are focused by a condenser lens onto the sample on the slide. The sample scatters some of the light. Another objective lens blocks direct illumination but transmits scattered light.
2.3_figure_2.15,multimodal,"Figure 2.15: Figure 
2.15
 
Use of a darkfield microscope allows us to view living, unstained samples of the spirochete Treponema pallidum.",2.3 Instruments of Microscopy,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'figure_number': '2.15', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/65b250a85b0990b1279424ae488847174b046211,A micrograph shows a black background with a few small white spirals.
2.3_figure_2.16,multimodal,"Figure 2.16: Figure 
2.16
 
This diagram of a phase-contrast microscope illustrates phase differences between light passing through the object and background.",2.3 Instruments of Microscopy,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'figure_number': '2.16', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/06b4f82da08d8b5ed4e7f77efe0154b70e670018,A diagram shows the path of light through a phase-contrast microscope. Light from the light source travels to the annular ring in the condenser which produces a cone of light focused on the specimen. The specimen refracts or reflects light. Light traveling directly from the condenser lens (undiffracted light) and light traveling through the specimen (diffracted light) are out of phase when they pass through the objective and phase plates. Wavelengths in phase or out of phase either add together or cancel out each other.
2.3_figure_2.17,multimodal,"Figure 2.17: Figure 
2.17
 
This figure compares a brightfield image (left) with a phase-contrast image (right) of the same unstained simple squamous epithelial cells.",2.3 Instruments of Microscopy,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'figure_number': '2.17', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/46f8dd7a99bbcf83c3cbc7c137cd10aae97ff3ee,Two micrographs of a cell on a dark background are shown. In the brightfield image the cell is a faint circle with a small grey circle in the center. In the phase-contrast image the cell is a bright circle with a bright circle in the center.
2.3_figure_2.18,multimodal,"Figure 2.18: Figure 
2.18
 
A DIC image of Fonsecaea pedrosoi grown on modified Leonian’s agar.",2.3 Instruments of Microscopy,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'figure_number': '2.18', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/46fc522c9073acafb05b826f6d01de2879e5b6b1,A micrograph shows a chain of rectangles that have thick edges. The chains branch and have clusters of spheres on the ends. The entire image is variations of gray but the difference in depth between cells in front and behind each other is distinguishable.
2.3_figure_2.19,multimodal,"Figure 2.19: Figure 
2.19
 
(a) A direct immunofluorescent stain is used to visualize Neisseria gonorrhoeae, the bacterium that causes gonorrhea.",2.3 Instruments of Microscopy,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'figure_number': '2.19', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/d86dddd1985533e6828c8a435b9ae1f046b24c83,Micrograph a shows fluorescent green spheres on a black background. Micrograph b shows fluorescent worm shapes on a black background. Diagram c depicts the process of direct immunofluorescence. In direct immunofluorescence a fluorochrome is attached to a primary antibody and the primary antibody is attached to the antigen. In indirect immunofluorescence the fluorochrome is attached to a secondary antibody. The secondary antibody is attached to the primary antibody; and the primary antibody is attached to the antigen.
2.3_figure_2.20,multimodal,"Figure 2.20: Figure 
2.20
 
Confocal microscopy can be used to visualize structures such as this roof-dwelling cyanobacterium biofilm.",2.3 Instruments of Microscopy,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'figure_number': '2.20', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/dd0ca670a38b346749f59abb297667d895e24ace,A micrograph showing purple spheres (cells) clustered in dark gray bundles (bulk glycans).
2.3_figure_2.21,multimodal,"Figure 2.21: Figure 
2.21
 
A transmission electron microscope (TEM).",2.3 Instruments of Microscopy,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'figure_number': '2.21', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/63572d2cecf78b5f0ff82794ef3b48fed323a3e0,Photograph A shows a transmission electron microscope: a large-tube shaped machine attached to a desk next to a computer. Photograph b shows a scanning electron microscope: a machine with many projections sitting on a desk next to a computer.
2.3_figure_2.22,multimodal,"Figure 2.22: Figure 
2.22
 
Electron microscopes use magnets to focus electron beams similarly to the way that light microscopes use lenses to focus light.",2.3 Instruments of Microscopy,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.3', 'figure_number': '2.22', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/485b7de114bc97a47b8eb2172a5cee492effc577,"Diagrams comparing TEM and light microscopes are shown. In the light microscope light from the light source is focused by the condenser onto the specimen. The light is then further focused by the objective lens and the ocular lens and finally reaches the viewer. In a TEM, an electron gun releases electrons through a tube. These electrons are focused on the specimen by electromagnets on the edge of the tube. The electron beam then reaches the objective lens and finally the viewer."
